OTU_id	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	6	7	8	9
0	1.000	-0.083	0.020	-0.042	0.001	-0.002	0.136	-0.074	0.089	-0.057	0.031	0.049	0.056	0.041	-0.090	-0.017	0.042	0.146	-0.085	-0.029	0.066	0.102	-0.054	0.013	-0.176	-0.051	-0.119	-0.001	0.007	0.082	-0.154	0.046	-0.030	0.080	-0.065	0.056	0.001	-0.040	-0.016	0.042	0.002	-0.101	-0.063	0.024	0.035	-0.172	-0.054	0.006	0.109	0.034
1	-0.083	1.000	0.004	0.002	-0.018	-0.031	0.040	-0.006	0.044	0.057	-0.016	0.015	0.062	-0.058	0.013	-0.017	-0.036	-0.066	-0.054	0.013	0.016	0.045	-0.029	0.043	-0.020	-0.068	-0.039	0.050	0.083	0.052	0.092	0.091	-0.050	0.015	-0.067	-0.042	-0.015	0.004	-0.110	-0.021	-0.011	0.050	-0.057	0.011	-0.065	-0.008	-0.023	0.043	0.018	0.047
10	0.020	0.004	1.000	-0.115	-0.070	-0.066	-0.006	0.050	-0.035	-0.091	0.132	-0.037	0.049	-0.029	0.052	-0.050	-0.023	0.078	-0.087	-0.033	0.046	-0.152	0.064	0.052	0.005	-0.023	0.053	-0.107	-0.013	0.070	-0.055	0.106	-0.076	0.081	0.009	-0.071	-0.100	0.049	0.024	-0.018	-0.021	0.036	0.023	0.009	0.038	0.063	-0.046	0.013	-0.059	0.077
11	-0.042	0.002	-0.115	1.000	-0.032	0.035	-0.055	0.077	-0.065	0.029	0.029	-0.019	-0.016	0.041	-0.090	-0.030	-0.008	0.034	0.042	-0.024	0.001	0.015	0.084	-0.047	-0.078	-0.004	0.022	-0.007	-0.012	-0.056	0.005	-0.007	0.045	-0.114	-0.014	-0.018	0.074	0.054	-0.174	0.035	0.074	0.093	-0.085	0.047	0.009	0.002	0.069	0.017	0.021	-0.246
12	0.001	-0.018	-0.070	-0.032	1.000	-0.025	0.051	-0.074	-0.004	-0.007	-0.079	0.129	0.052	-0.000	-0.004	0.019	-0.014	-0.036	0.106	-0.089	-0.085	0.018	0.008	-0.006	-0.050	0.006	-0.100	0.069	0.002	-0.015	-0.043	-0.037	0.123	-0.074	0.039	0.080	-0.054	0.014	0.082	0.032	0.062	-0.084	0.002	0.070	-0.035	0.056	-0.068	-0.021	0.049	0.033
13	-0.002	-0.031	-0.066	0.035	-0.025	1.000	0.049	0.049	0.062	-0.045	0.082	0.065	0.003	-0.065	-0.082	-0.068	0.055	-0.052	-0.001	-0.086	0.007	0.078	-0.072	0.035	0.002	0.120	0.018	0.047	0.082	-0.035	0.100	-0.095	-0.057	-0.015	0.003	-0.071	0.079	0.079	-0.059	0.051	-0.068	0.074	0.003	-0.016	-0.012	0.005	0.023	0.004	-0.143	-0.068
14	0.136	0.040	-0.006	-0.055	0.051	0.049	1.000	-0.119	0.002	-0.128	-0.027	0.093	0.036	-0.048	0.030	0.042	0.073	0.047	-0.022	0.030	0.045	0.079	-0.037	0.009	-0.035	-0.034	-0.020	0.046	0.027	-0.144	0.051	-0.024	-0.033	-0.001	0.006	-0.063	0.027	-0.044	-0.017	-0.131	0.096	-0.151	0.053	0.044	-0.026	-0.080	0.049	0.011	0.047	0.007
15	-0.074	-0.006	0.050	0.077	-0.074	0.049	-0.119	1.000	0.013	0.017	0.032	-0.076	-0.030	0.163	-0.099	-0.017	0.018	-0.064	0.025	0.016	-0.046	-0.101	-0.043	0.042	0.035	0.045	0.051	-0.058	-0.001	0.051	0.058	0.006	0.016	-0.069	0.051	-0.050	-0.072	0.035	-0.048	-0.008	-0.018	0.069	0.047	-0.005	-0.107	-0.001	0.055	0.084	-0.044	-0.088
16	0.089	0.044	-0.035	-0.065	-0.004	0.062	0.002	0.013	1.000	0.009	-0.139	0.009	-0.035	-0.034	-0.102	0.049	0.038	0.105	0.029	-0.062	0.078	0.036	0.039	0.047	-0.046	-0.047	0.045	-0.036	0.059	0.054	0.000	-0.079	0.090	0.007	-0.015	0.019	-0.057	-0.038	0.021	-0.086	0.004	-0.057	-0.102	-0.061	-0.045	0.076	0.042	0.099	-0.053	0.000
17	-0.057	0.057	-0.091	0.029	-0.007	-0.045	-0.128	0.017	0.009	1.000	0.113	0.047	0.004	0.014	0.132	-0.035	-0.090	-0.055	-0.017	-0.035	-0.022	0.066	0.012	0.033	0.017	-0.052	-0.152	0.004	-0.030	-0.065	0.048	0.055	0.057	-0.044	-0.019	0.147	0.045	0.038	0.110	-0.011	-0.046	-0.072	-0.046	-0.037	-0.013	0.084	-0.015	0.010	0.031	-0.009
18	0.031	-0.016	0.132	0.029	-0.079	0.082	-0.027	0.032	-0.139	0.113	1.000	0.040	0.090	0.029	0.039	-0.104	-0.092	0.028	-0.080	-0.075	-0.012	-0.060	0.001	0.006	-0.004	0.069	-0.034	0.040	-0.006	-0.000	0.152	-0.076	0.009	0.031	-0.036	-0.045	0.007	0.018	0.035	0.039	0.006	0.072	-0.106	0.057	-0.016	0.029	-0.069	-0.089	-0.008	0.015
