OTU_id	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	6	7	8	9
0	1.000	0.000	0.200	0.200	0.000	0.000	0.000	0.600	0.000	0.000	0.200	0.000	0.600	0.600	0.200	0.200	0.000	0.000	0.000	0.200	0.000	0.200	0.600	0.000	0.600	0.000	0.400	0.200	0.000	0.400	0.600	0.400	0.400	0.200	0.600	0.000	0.000	0.400	0.400	0.200	0.200	0.400	0.400	0.600	0.000	0.600	0.800	0.400	0.000	0.000
1	0.000	1.000	0.400	0.400	0.000	0.200	0.800	0.200	0.000	0.000	0.200	0.000	0.000	0.400	0.000	0.600	0.200	0.600	0.000	0.200	0.000	0.400	0.200	1.000	0.000	0.600	0.000	0.000	0.000	0.200	0.600	0.000	0.200	0.200	0.200	0.400	0.200	0.000	0.000	0.800	0.200	0.200	0.200	0.200	0.600	0.000	0.600	0.000	0.000	0.000
10	0.200	0.400	1.000	0.000	0.000	0.200	0.000	0.200	0.000	0.200	0.800	0.400	0.000	0.600	0.000	0.200	0.800	0.000	0.000	0.200	0.200	0.400	0.400	0.600	0.400	0.200	0.400	0.400	0.000	0.400	1.000	0.200	0.200	0.200	0.000	1.000	0.400	0.400	0.200	0.200	0.600	0.400	0.400	0.000	0.600	0.400	0.400	0.400	0.400	0.400
11	0.200	0.400	0.000	1.000	0.200	0.400	0.200	0.000	0.800	0.000	0.000	0.000	0.800	0.600	0.600	0.400	0.000	0.400	0.400	0.600	0.000	0.200	0.200	0.400	0.400	0.000	0.200	0.200	0.800	0.600	0.600	0.200	0.000	0.400	0.600	0.400	0.200	0.000	0.000	0.400	0.600	0.800	0.200	0.400	0.200	0.200	0.000	0.200	0.800	0.200
12	0.000	0.000	0.000	0.200	1.000	0.000	0.600	0.200	0.200	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.400	0.800	0.200	0.200	0.200	0.000	0.400	0.200	0.200	0.200	0.000	0.200	0.200	0.400	0.200	0.000	0.600	0.200	0.600	0.000	0.000	0.600	0.200	0.000	0.200	0.000	0.200	0.600	0.600	0.400	0.200	0.400	0.200
13	0.000	0.200	0.200	0.400	0.000	1.000	0.200	0.000	0.000	0.200	0.200	0.400	0.200	0.200	0.200	0.400	0.400	0.400	0.000	0.400	0.200	0.600	0.000	0.600	0.200	0.600	0.000	0.200	0.000	0.000	0.200	0.000	0.000	0.000	0.200	0.600	0.200	0.000	0.000	0.600	0.000	0.000	0.200	0.000	0.000	0.600	0.200	0.000	0.600	0.400
14	0.000	0.800	0.000	0.200	0.600	0.200	1.000	0.000	0.000	0.200	0.400	0.000	0.600	0.000	0.000	0.200	0.200	0.400	0.000	0.200	0.600	0.600	0.400	0.600	0.600	0.800	0.800	0.400	0.600	0.800	0.000	0.600	0.400	0.600	0.200	0.400	0.800	0.400	0.000	0.200	0.200	0.600	0.200	0.400	0.600	0.000	0.600	0.200	0.600	0.000
15	0.600	0.200	0.200	0.000	0.200	0.000	0.000	1.000	0.000	0.200	0.400	0.000	0.400	0.400	0.200	0.000	0.200	0.000	0.000	0.000	0.000	0.600	0.800	0.200	0.200	0.600	0.000	0.400	0.600	0.400	0.200	0.400	0.200	0.200	0.400	0.200	0.400	0.000	0.200	0.400	0.200	0.400	0.000	0.200	0.200	0.000	0.000	0.000	0.600	0.800
16	0.000	0.000	0.000	0.800	0.200	0.000	0.000	0.000	1.000	0.000	0.600	0.400	0.400	0.400	0.200	0.400	0.400	0.400	0.000	0.000	0.600	0.000	0.200	0.800	0.200	0.000	0.000	0.400	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.400	0.200	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.600	0.200	0.600	0.200
17	0.000	0.000	0.200	0.000	0.000	0.200	0.200	0.200	0.000	1.000	0.000	0.200	0.000	0.600	0.200	0.000	0.200	0.400	0.400	0.200	0.000	0.600	0.000	0.400	0.000	0.000	0.600	0.000	0.600	0.400	0.000	0.600	0.800	0.400	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.200	0.000	0.000	0.200	0.400	0.000	0.000
18	0.200	0.200	0.800	0.000	0.000	0.200	0.400	0.400	0.600	0.000	1.000	0.200	0.400	0.000	0.200	0.200	0.000	0.000	0.400	0.200	0.400	0.400	0.000	0.200	0.400	0.400	0.000	0.200	0.400	0.000	0.000	0.200	0.200	0.200	0.000	0.400	0.400	0.000	0.400	0.000	0.000	0.400	0.000	0.000	0.000	0.200	0.600	0.000	0.000	0.000
19	0.000	0.000	0.400	0.000	0.000	0.400	0.000	0.000	0.400	0.200	0.200	1.000	0.000	0.400	0.800	0.000	0.800	0.400	0.800	0.200	0.000	0.200	0.000	0.000	0.000	0.600	0.600	0.000	0.000	0.600	0.000	0.600	0.000	0.400	0.200	0.200	0.200	0.000	0.600	0.200	0.200	0.200	0.000	0.200	0.200	0.200	0.400	0.200	0.600	0.400
2	0.600	0.000	0.000	0.800	0.200	0.200	0.600	0.400	0.400	0.000	0.400	0.000	1.000	0.600	0.200	0.400	0.000	0.000	0.000	0.200	0.200	0.400	0.000	0.400	0.200	0.200	0.200	0.600	0.400	0.600	0.000	0.400	0.200	0.000	0.000	0.000	0.600	0.000	0.000	0.000	1.000	0.200	0.000	0.000	0.600	0.000	0.200	0.200	0.400	0.800
20	0.600	0.400	0.600	0.600	0.000	0.200	0.000	0.400	0.400	0.600	0.000	0.400	0.600	1.000	0.000	0.200	0.200	0.000	0.000	0.000	0.400	0.400	0.200	0.200	0.400	0.000	0.400	0.200	0.400	0.600	0.200	0.200	0.200	0.200	0.200	0.600	0.200	0.000	0.600	0.200	0.400	0.200	0.200	0.600	0.000	0.400	0.000	0.400	0.200	0.200
21	0.200	0.000	0.000	0.600	0.000	0.200	0.000	0.200	0.200	0.200	0.200	0.800	0.200	0.000	1.000	0.000	0.000	0.200	0.000	0.000	0.200	0.400	0.200	0.000	0.600	0.400	0.000	0.000	0.000	0.400	0.600	0.200	0.200	0.000	0.200	0.400	0.000	0.200	0.400	0.400	0.200	0.200	0.400	0.200	0.200	0.200	0.000	0.200	0.400	0.400
22	0.200	0.600	0.200	0.400	0.000	0.400	0.200	0.000	0.400	0.000	0.200	0.000	0.400	0.200	0.000	1.000	0.000	0.000	0.200	0.200	0.400	0.800	0.000	0.000	0.000	0.400	0.600	0.800	0.600	0.200	0.400	0.000	0.200	0.800	0.600	0.400	0.600	0.400	0.600	0.200	0.400	0.200	0.400	0.000	0.800	0.000	0.200	0.000	0.400	0.200
