OTU_id	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	6	7	8	9
0	1.000	-0.006	0.065	-0.065	0.034	0.011	0.023	0.015	0.055	0.021	-0.084	0.022	-0.079	-0.040	-0.041	0.016	-0.031	0.011	0.127	-0.078	-0.053	-0.122	-0.079	-0.009	-0.088	-0.040	0.084	0.009	0.040	-0.073	-0.035	-0.015	-0.020	0.045	0.043	0.046	0.049	-0.041	-0.061	0.055	0.034	-0.033	-0.002	0.015	0.035	0.061	0.159	0.054	-0.003	0.069
1	-0.006	1.000	-0.005	0.010	0.005	0.143	-0.046	0.129	0.016	-0.059	-0.042	0.007	0.010	0.070	-0.009	0.072	-0.018	0.013	0.052	-0.101	0.045	-0.067	-0.045	0.088	0.004	0.045	0.029	0.008	0.063	-0.033	0.008	-0.023	-0.091	0.013	0.053	0.041	-0.093	0.029	-0.008	-0.053	0.066	-0.040	0.057	-0.007	-0.085	0.036	-0.068	-0.104	-0.096	0.019
10	0.065	-0.005	1.000	-0.031	0.032	0.081	0.066	-0.015	0.037	0.075	0.012	-0.028	-0.003	-0.041	0.048	-0.030	-0.022	-0.006	-0.083	0.054	-0.078	0.011	-0.037	0.042	-0.045	0.055	-0.030	0.062	-0.028	-0.001	-0.060	-0.088	-0.061	0.022	0.044	-0.025	-0.045	0.016	-0.015	-0.029	0.042	-0.018	-0.033	0.011	0.042	0.067	0.075	-0.021	0.018	-0.102
11	-0.065	0.010	-0.031	1.000	-0.127	-0.006	-0.066	-0.071	-0.038	0.047	0.003	0.075	-0.068	-0.010	-0.012	0.172	0.028	-0.097	0.062	-0.042	0.002	0.017	0.019	0.129	-0.088	-0.015	-0.013	0.004	0.049	0.032	0.038	-0.004	0.061	-0.115	0.144	0.006	-0.018	-0.048	0.002	-0.062	-0.009	0.002	-0.027	0.016	0.042	0.085	0.058	-0.010	0.049	0.027
12	0.034	0.005	0.032	-0.127	1.000	0.071	0.022	-0.008	0.078	-0.023	-0.058	-0.023	0.055	0.004	-0.033	-0.057	0.041	0.055	0.057	0.052	0.054	0.006	-0.071	-0.114	0.080	-0.023	-0.040	-0.089	-0.012	0.034	-0.019	-0.009	0.076	-0.108	-0.073	0.033	0.029	0.005	0.076	-0.004	-0.029	0.050	0.001	0.018	0.004	0.025	0.037	-0.090	0.082	0.023
13	0.011	0.143	0.081	-0.006	0.071	1.000	-0.115	0.018	-0.047	0.031	-0.070	-0.041	0.004	0.100	0.038	0.013	-0.076	-0.064	0.002	-0.010	0.012	-0.024	-0.026	-0.064	0.046	-0.031	0.107	0.025	-0.018	0.042	0.052	-0.022	-0.008	-0.025	-0.020	-0.018	-0.146	0.097	-0.050	-0.067	-0.040	0.003	0.070	0.058	0.053	-0.031	-0.005	-0.004	-0.015	0.005
14	0.023	-0.046	0.066	-0.066	0.022	-0.115	1.000	0.002	0.132	0.095	-0.099	-0.009	0.053	-0.080	0.048	-0.090	0.104	0.058	-0.013	-0.004	0.023	0.062	-0.055	0.036	0.056	0.016	-0.048	-0.111	0.132	-0.059	-0.005	-0.061	-0.052	0.042	-0.012	0.014	0.023	-0.075	-0.038	0.110	-0.025	-0.020	-0.091	-0.001	-0.033	0.009	-0.068	-0.004	0.057	0.051
15	0.015	0.129	-0.015	-0.071	-0.008	0.018	0.002	1.000	-0.009	0.020	0.045	-0.070	-0.016	0.073	-0.009	-0.037	-0.098	-0.032	0.048	-0.051	-0.059	-0.040	0.082	-0.088	0.156	-0.120	0.030	-0.024	-0.072	-0.092	0.088	0.036	0.003	0.094	-0.035	0.071	-0.012	-0.019	0.052	-0.042	0.046	-0.036	-0.026	0.105	-0.038	0.012	0.033	-0.015	-0.027	-0.054
16	0.055	0.016	0.037	-0.038	0.078	-0.047	0.132	-0.009	1.000	-0.046	-0.111	-0.010	0.036	-0.008	0.050	-0.047	-0.086	-0.024	-0.025	0.029	0.042	0.090	-0.056	0.015	0.037	-0.063	0.011	0.018	0.022	-0.005	-0.159	-0.049	0.006	0.053	-0.048	-0.084	0.036	0.036	-0.039	0.115	0.043	0.120	-0.051	0.040	-0.098	0.007	-0.025	0.020	0.097	0.029
17	0.021	-0.059	0.075	0.047	-0.023	0.031	0.095	0.020	-0.046	1.000	0.013	-0.002	0.033	0.047	-0.006	-0.029	0.049	0.033	0.072	-0.091	-0.019	0.112	0.081	0.006	-0.033	-0.084	0.059	0.043	0.029	-0.025	-0.031	-0.111	0.022	-0.045	-0.026	-0.005	-0.092	-0.093	0.018	-0.030	0.041	0.131	-0.052	-0.031	0.030	0.058	-0.018	-0.014	0.016	-0.061
18	-0.084	-0.042	0.012	0.003	-0.058	-0.070	-0.099	0.045	-0.111	0.013	1.000	0.020	-0.025	0.071	-0.054	-0.005	0.010	-0.107	0.028	0.098	-0.005	-0.043	0.061	-0.052	0.109	0.026	0.010	0.076	0.058	0.026	-0.022	-0.018	0.014	-0.025	0.065	-0.078	-0.038	-0.019	-0.019	-0.002	0.025	-0.096	0.040	0.015	0.048	-0.073	0.074	0.015	0.028	-0.011
19	0.022	0.007	-0.028	0.075	-0.023	-0.041	-0.009	-0.070	-0.010	-0.002	0.020	1.000	-0.100	0.000	0.027	-0.026	-0.029	0.020	0.025	0.047	0.011	0.013	-0.016	-0.028	-0.042	-0.097	-0.036	0.040	0.026	-0.066	0.093	0.037	0.018	0.080	0.081	0.045	0.057	0.007	-0.075	0.003	0.049	-0.042	-0.010	0.050	-0.097	0.009	-0.019	0.054	0.066	-0.083
2	-0.079	0.010	-0.003	-0.068	0.055	0.004	0.053	-0.016	0.036	0.033	-0.025	-0.100	1.000	0.057	0.004	-0.001	0.082	0.059	-0.099	0.030	0.063	0.040	0.058	0.088	-0.006	-0.034	-0.059	-0.051	0.021	-0.083	-0.093	0.119	-0.031	-0.003	-0.044	-0.035	0.019	-0.045	0.021	0.019	-0.024	-0.007	-0.044	-0.049	0.025	0.076	0.031	-0.050	-0.078	0.033
20	-0.040	0.070	-0.041	-0.010	0.004	0.100	-0.080	0.073	-0.008	0.047	0.071	0.000	0.057	1.000	0.018	0.028	-0.090	0.028	0.023	0.068	0.032	-0.109	0.083	-0.079	0.050	-0.015	0.057	0.094	-0.123	0.071	-0.031	-0.103	0.095	-0.047	0.074	-0.117	-0.094	0.035	0.057	0.052	0.009	-0.115	0.042	-0.015	-0.068	0.046	0.006	0.010	-0.010	-0.099
21	-0.041	-0.009	0.048	-0.012	-0.033	0.038	0.048	-0.009	0.050	-0.006	-0.054	0.027	0.004	0.018	1.000	0.051	0.049	-0.059	-0.026	0.082	-0.037	-0.007	0.055	0.010	0.039	-0.041	0.067	0.066	-0.097	-0.019	-0.083	0.092	-0.021	-0.010	-0.031	0.052	0.035	-0.115	-0.031	-0.027	-0.002	0.005	-0.023	-0.135	0.051	0.049	-0.018	0.024	-0.012	0.035
22	0.016	0.072	-0.030	0.172	-0.057	0.013	-0.090	-0.037	-0.047	-0.029	-0.005	-0.026	-0.001	0.028	0.051	1.000	0.028	-0.040	-0.054	0.055	-0.048	0.074	-0.034	0.058	0.021	-0.066	0.067	-0.092	-0.009	0.018	-0.009	0.105	-0.023	-0.013	0.013	-0.008	-0.006	0.126	0.005	-0.089	0.037	0.035	0.015	-0.032	0.018	0.026	0.009	0.010	-0.051	0.073
23	-0.031	-0.018	-0.022	0.028	0.041	-0.076	0.104	-0.098	-0.086	0.049	0.010	-0.029	0.082	-0.090	0.049	0.028	1.000	0.079	-0.014	-0.088	-0.096	0.051	-0.039	0.031	-0.065	0.080	0.040	-0.027	0.134	0.114	-0.077	-0.010	-0.036	0.075	0.021	-0.037	0.117	-0.047	0.044	-0.001	-0.065	0.041	-0.051	-0.021	-0.009	0.057	0.033	-0.043	-0.003	0.001
