OTU_id	0	1	10	100	101	102	103	104	105	106	107	108	109	11	110	111	112	113	114	115	116	117	118	119	12	120	121	122	123	124	125	126	127	128	129	13	130	131	132	133	134	135	136	137	138	139	14	140	141	142	143	144	145	146	147	148	149	15	150	151	152	153	154	155	156	157	158	159	16	160	161	162	163	164	165	166	167	168	169	17	170	171	172	173	174	175	176	177	178	179	18	180	181	182	183	184	185	186	187	188	189	19	190	191	192	193	194	195	196	197	198	199	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	65	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	82	83	84	85	86	87	88	89	9	90	91	92	93	94	95	96	97	98	99
0	460.000	640.000	640.000	256.000	712.000	256.000	310.000	926.000	439.000	256.000	557.000	962.000	581.000	627.000	765.000	388.000	376.000	581.000	562.000	562.000	139.000	902.000	824.000	681.000	774.000	335.000	757.000	914.000	831.000	548.000	581.000	339.000	224.000	753.000	536.000	782.000	918.000	310.000	632.000	875.000	543.000	388.000	223.000	534.000	409.000	731.000	782.000	910.000	833.000	439.000	401.000	906.000	855.000	748.000	798.000	796.000	681.000	581.000	750.000	576.000	376.000	669.000	737.000	862.000	406.000	798.000	830.000	409.000	912.000	796.000	553.000	710.000	681.000	673.000	860.000	256.000	906.000	336.000	688.000	767.000	805.000	496.000	553.000	747.000	565.000	945.000	796.000	598.000	914.000	912.000	592.000	492.000	688.000	942.000	902.000	301.000	441.000	146.000	530.000	955.000	790.000	617.000	753.000	673.000	694.000	450.000	926.000	431.000	934.000	628.000	406.000	352.000	841.000	352.000	281.000	767.000	228.000	330.000	934.000	320.000	676.000	492.000	757.000	354.000	376.000	746.000	720.000	460.000	914.000	232.000	737.000	757.000	146.000	380.000	310.000	439.000	688.000	401.000	841.000	934.000	376.000	711.000	753.000	587.000	767.000	145.000	804.000	579.000	467.000	406.000	515.000	453.000	774.000	640.000	354.000	330.000	934.000	694.000	669.000	669.000	798.000	860.000	145.000	751.000	672.000	581.000	715.000	587.000	746.000	805.000	796.000	628.000	617.000	453.000	774.000	875.000	330.000	728.000	352.000	757.000	833.000	460.000	702.000	892.000	474.000	773.000	825.000	702.000	453.000	824.000	403.000	715.000	472.000	669.000	906.000	483.000	711.000	841.000	669.000	461.000
1	1.000	1.000	8.000	3.000	5.000	13.000	5.000	4.000	2.000	5.000	2.000	4.000	5.000	6.000	2.000	2.000	9.000	2.000	5.000	1.000	2.000	3.000	8.000	7.000	2.000	5.000	2.000	2.000	1.000	4.000	2.000	6.000	8.000	3.000	15.000	2.000	3.000	6.000	3.000	2.000	5.000	4.000	2.000	13.000	5.000	1.000	3.000	1.000	1.000	5.000	9.000	2.000	6.000	2.000	8.000	2.000	14.000	5.000	3.000	3.000	2.000	7.000	6.000	7.000	3.000	6.000	4.000	1.000	4.000	4.000	1.000	5.000	2.000	5.000	10.000	3.000	10.000	3.000	4.000	4.000	14.000	7.000	5.000	2.000	2.000	4.000	8.000	9.000	3.000	3.000	11.000	8.000	5.000	2.000	6.000	5.000	3.000	3.000	6.000	3.000	8.000	4.000	6.000	4.000	1.000	10.000	9.000	3.000	6.000	13.000	2.000	3.000	4.000	4.000	3.000	1.000	3.000	17.000	4.000	3.000	3.000	15.000	2.000	3.000	2.000	1.000	2.000	2.000	9.000	10.000	3.000	13.000	6.000	5.000	9.000	5.000	3.000	5.000	5.000	3.000	6.000	6.000	2.000	4.000	11.000	3.000	5.000	10.000	9.000	3.000	1.000	4.000	13.000	5.000	4.000	8.000	3.000	5.000	1.000	1.000	6.000	5.000	2.000	4.000	6.000	6.000	1.000	4.000	11.000	5.000	2.000	9.000	4.000	4.000	4.000	8.000	3.000	6.000	4.000	3.000	6.000	3.000	3.000	6.000	4.000	3.000	2.000	2.000	3.000	3.000	5.000	7.000	6.000	13.000	17.000	3.000	2.000	2.000	3.000	2.000
10	2.000	1.000	22.000	3.000	4.000	1.000	15.000	2.000	34.000	3.000	5.000	19.000	13.000	2.000	8.000	7.000	1.000	34.000	1.000	2.000	1.000	1.000	2.000	2.000	4.000	11.000	6.000	7.000	4.000	3.000	2.000	2.000	5.000	4.000	25.000	2.000	0.000	2.000	3.000	7.000	23.000	18.000	3.000	0.000	3.000	2.000	3.000	25.000	11.000	7.000	1.000	4.000	2.000	8.000	2.000	1.000	8.000	5.000	3.000	7.000	2.000	1.000	8.000	11.000	2.000	4.000	3.000	1.000	11.000	10.000	10.000	2.000	2.000	1.000	2.000	0.000	4.000	2.000	25.000	10.000	3.000	3.000	7.000	11.000	5.000	19.000	6.000	5.000	1.000	1.000	2.000	2.000	4.000	1.000	5.000	1.000	1.000	10.000	4.000	42.000	2.000	12.000	5.000	2.000	10.000	14.000	14.000	3.000	4.000	2.000	19.000	1.000	8.000	2.000	1.000	0.000	4.000	6.000	1.000	6.000	3.000	11.000	14.000	1.000	8.000	4.000	21.000	2.000	0.000	2.000	3.000	1.000	2.000	10.000	6.000	4.000	2.000	6.000	1.000	2.000	34.000	10.000	2.000	5.000	2.000	6.000	1.000	0.000	42.000	18.000	9.000	7.000	42.000	1.000	11.000	11.000	5.000	13.000	5.000	10.000	1.000	14.000	2.000	3.000	1.000	13.000	45.000	0.000	41.000	1.000	1.000	6.000	5.000	3.000	3.000	6.000	2.000	22.000	5.000	3.000	2.000	6.000	1.000	8.000	11.000	7.000	30.000	3.000	2.000	2.000	4.000	1.000	8.000	1.000	1.000	18.000	0.000	7.000	2.000	0.000
11	24.000	4.000	2.000	12.000	10.000	4.000	9.000	3.000	1.000	0.000	0.000	31.000	2.000	11.000	2.000	68.000	63.000	12.000	1.000	2.000	3.000	11.000	7.000	11.000	6.000	5.000	5.000	1.000	2.000	1.000	16.000	1.000	16.000	6.000	1.000	10.000	6.000	18.000	5.000	4.000	2.000	1.000	9.000	39.000	2.000	3.000	1.000	3.000	5.000	1.000	6.000	2.000	20.000	3.000	16.000	1.000	8.000	4.000	18.000	1.000	1.000	4.000	6.000	0.000	8.000	2.000	5.000	6.000	5.000	1.000	0.000	4.000	4.000	11.000	0.000	2.000	6.000	6.000	19.000	2.000	5.000	23.000	10.000	2.000	6.000	4.000	2.000	7.000	2.000	2.000	0.000	1.000	9.000	7.000	39.000	1.000	5.000	14.000	1.000	1.000	1.000	2.000	1.000	14.000	9.000	13.000	27.000	12.000	1.000	63.000	1.000	10.000	14.000	1.000	3.000	8.000	16.000	1.000	10.000	6.000	5.000	4.000	3.000	4.000	23.000	2.000	0.000	0.000	2.000	2.000	2.000	4.000	4.000	8.000	3.000	4.000	1.000	2.000	1.000	1.000	10.000	5.000	7.000	5.000	28.000	16.000	2.000	0.000	6.000	20.000	6.000	10.000	2.000	3.000	4.000	1.000	5.000	4.000	2.000	5.000	10.000	4.000	5.000	2.000	14.000	24.000	2.000	10.000	1.000	2.000	4.000	0.000	2.000	3.000	9.000	10.000	2.000	1.000	21.000	0.000	4.000	6.000	5.000	1.000	1.000	20.000	8.000	9.000	2.000	4.000	1.000	1.000	3.000	5.000	8.000	3.000	6.000	6.000	0.000	7.000
12	5.000	11.000	13.000	2.000	6.000	32.000	1.000	0.000	4.000	13.000	5.000	2.000	11.000	5.000	19.000	9.000	1.000	3.000	7.000	3.000	5.000	26.000	7.000	3.000	5.000	3.000	0.000	20.000	2.000	24.000	2.000	17.000	23.000	0.000	5.000	6.000	4.000	3.000	4.000	12.000	6.000	11.000	17.000	2.000	3.000	7.000	4.000	12.000	7.000	6.000	7.000	16.000	2.000	2.000	3.000	1.000	19.000	17.000	5.000	6.000	1.000	6.000	3.000	12.000	12.000	11.000	1.000	2.000	6.000	7.000	3.000	6.000	5.000	2.000	5.000	1.000	2.000	3.000	0.000	3.000	6.000	18.000	2.000	1.000	1.000	1.000	8.000	8.000	1.000	5.000	17.000	18.000	18.000	11.000	16.000	4.000	4.000	17.000	5.000	14.000	2.000	8.000	1.000	27.000	3.000	4.000	11.000	4.000	3.000	1.000	1.000	6.000	4.000	8.000	3.000	16.000	2.000	4.000	7.000	7.000	1.000	32.000	7.000	4.000	5.000	10.000	4.000	22.000	10.000	17.000	2.000	0.000	2.000	6.000	5.000	5.000	5.000	1.000	17.000	7.000	0.000	17.000	3.000	8.000	11.000	6.000	26.000	6.000	2.000	9.000	3.000	3.000	63.000	18.000	1.000	2.000	11.000	5.000	4.000	5.000	5.000	1.000	4.000	16.000	0.000	26.000	5.000	9.000	5.000	6.000	0.000	8.000	3.000	2.000	17.000	7.000	7.000	26.000	6.000	7.000	7.000	10.000	7.000	5.000	3.000	1.000	7.000	2.000	2.000	9.000	12.000	0.000	2.000	2.000	1.000	0.000	8.000	11.000	11.000	1.000
13	1.000	4.000	2.000	7.000	7.000	5.000	2.000	1.000	10.000	5.000	1.000	14.000	2.000	3.000	3.000	3.000	4.000	71.000	4.000	12.000	1.000	6.000	22.000	8.000	10.000	7.000	3.000	3.000	4.000	5.000	2.000	3.000	3.000	3.000	2.000	6.000	6.000	2.000	1.000	4.000	3.000	1.000	4.000	7.000	1.000	1.000	7.000	4.000	3.000	2.000	69.000	9.000	1.000	4.000	1.000	3.000	2.000	8.000	11.000	11.000	5.000	15.000	25.000	6.000	5.000	1.000	0.000	1.000	4.000	12.000	1.000	6.000	6.000	1.000	4.000	4.000	1.000	4.000	2.000	7.000	7.000	2.000	2.000	3.000	1.000	1.000	14.000	1.000	5.000	1.000	28.000	1.000	5.000	3.000	25.000	2.000	3.000	2.000	7.000	4.000	12.000	16.000	6.000	2.000	1.000	2.000	69.000	5.000	5.000	6.000	20.000	1.000	4.000	61.000	3.000	28.000	2.000	2.000	5.000	4.000	1.000	1.000	0.000	2.000	1.000	3.000	7.000	2.000	5.000	5.000	10.000	1.000	10.000	4.000	10.000	8.000	1.000	11.000	4.000	1.000	12.000	6.000	4.000	61.000	7.000	3.000	1.000	6.000	5.000	7.000	16.000	5.000	5.000	14.000	12.000	11.000	0.000	12.000	1.000	2.000	11.000	8.000	4.000	6.000	2.000	4.000	3.000	0.000	5.000	2.000	0.000	7.000	1.000	25.000	1.000	4.000	9.000	17.000	2.000	1.000	5.000	6.000	8.000	2.000	17.000	3.000	1.000	4.000	12.000	1.000	3.000	6.000	25.000	4.000	6.000	7.000	7.000	3.000	1.000	2.000
14	5.000	6.000	1.000	1.000	1.000	5.000	2.000	1.000	37.000	1.000	3.000	3.000	4.000	2.000	6.000	3.000	2.000	2.000	2.000	1.000	4.000	3.000	49.000	5.000	199.000	10.000	7.000	12.000	1.000	14.000	3.000	8.000	7.000	2.000	24.000	0.000	1.000	3.000	1.000	0.000	4.000	1.000	1.000	3.000	3.000	8.000	4.000	6.000	3.000	2.000	3.000	2.000	12.000	1.000	1.000	1.000	1.000	12.000	3.000	2.000	6.000	1.000	13.000	3.000	1.000	41.000	5.000	5.000	5.000	8.000	33.000	1.000	3.000	3.000	4.000	5.000	5.000	3.000	4.000	6.000	1.000	10.000	19.000	4.000	9.000	33.000	4.000	7.000	5.000	5.000	4.000	3.000	2.000	1.000	1.000	5.000	5.000	3.000	4.000	1.000	1.000	0.000	44.000	3.000	1.000	2.000	0.000	14.000	5.000	1.000	5.000	3.000	15.000	1.000	1.000	8.000	3.000	9.000	17.000	6.000	6.000	3.000	0.000	11.000	8.000	2.000	5.000	1.000	2.000	5.000	14.000	2.000	4.000	14.000	1.000	9.000	7.000	12.000	24.000	5.000	0.000	2.000	14.000	4.000	3.000	33.000	5.000	2.000	7.000	8.000	10.000	6.000	11.000	6.000	5.000	1.000	8.000	12.000	2.000	4.000	4.000	19.000	5.000	18.000	4.000	12.000	3.000	5.000	3.000	7.000	10.000	3.000	7.000	0.000	19.000	2.000	0.000	1.000	10.000	4.000	3.000	4.000	8.000	33.000	4.000	1.000	1.000	8.000	1.000	1.000	5.000	0.000	3.000	13.000	4.000	0.000	37.000	3.000	0.000	3.000
15	6.000	4.000	17.000	6.000	0.000	12.000	3.000	3.000	11.000	1.000	3.000	10.000	1.000	3.000	10.000	2.000	2.000	9.000	36.000	1.000	0.000	1.000	14.000	4.000	15.000	23.000	8.000	2.000	6.000	6.000	7.000	1.000	4.000	4.000	7.000	18.000	1.000	4.000	0.000	3.000	1.000	71.000	12.000	3.000	8.000	18.000	2.000	2.000	5.000	67.000	33.000	0.000	12.000	1.000	17.000	4.000	71.000	3.000	2.000	13.000	3.000	3.000	2.000	20.000	25.000	11.000	21.000	14.000	67.000	5.000	4.000	2.000	106.000	3.000	10.000	11.000	37.000	2.000	5.000	11.000	12.000	7.000	4.000	4.000	10.000	1.000	7.000	21.000	2.000	5.000	7.000	7.000	1.000	0.000	3.000	7.000	1.000	8.000	2.000	9.000	7.000	13.000	5.000	15.000	9.000	1.000	4.000	2.000	2.000	6.000	1.000	11.000	5.000	2.000	4.000	2.000	8.000	16.000	67.000	2.000	2.000	10.000	3.000	2.000	10.000	1.000	12.000	4.000	4.000	2.000	0.000	4.000	20.000	2.000	3.000	3.000	12.000	8.000	8.000	6.000	4.000	3.000	25.000	11.000	1.000	8.000	7.000	23.000	10.000	4.000	1.000	3.000	11.000	2.000	1.000	1.000	1.000	3.000	10.000	12.000	5.000	3.000	7.000	1.000	5.000	1.000	0.000	2.000	2.000	1.000	1.000	57.000	2.000	36.000	6.000	36.000	29.000	6.000	8.000	5.000	17.000	2.000	12.000	5.000	32.000	67.000	0.000	12.000	17.000	6.000	7.000	2.000	2.000	3.000	5.000	2.000	4.000	4.000	25.000	1.000
16	13.000	7.000	9.000	5.000	2.000	1.000	1.000	0.000	8.000	10.000	2.000	18.000	35.000	3.000	3.000	1.000	2.000	1.000	9.000	1.000	6.000	4.000	16.000	33.000	36.000	4.000	2.000	5.000	2.000	10.000	10.000	4.000	1.000	2.000	2.000	2.000	4.000	18.000	2.000	10.000	2.000	6.000	5.000	23.000	13.000	22.000	2.000	23.000	11.000	28.000	0.000	70.000	17.000	4.000	4.000	1.000	18.000	9.000	16.000	0.000	2.000	13.000	2.000	16.000	0.000	0.000	10.000	3.000	1.000	2.000	11.000	9.000	2.000	1.000	2.000	4.000	1.000	5.000	3.000	1.000	6.000	17.000	4.000	4.000	8.000	9.000	1.000	11.000	2.000	23.000	11.000	6.000	6.000	2.000	6.000	8.000	5.000	3.000	4.000	26.000	1.000	0.000	5.000	3.000	3.000	5.000	5.000	3.000	7.000	12.000	23.000	2.000	5.000	4.000	0.000	3.000	29.000	8.000	29.000	10.000	0.000	1.000	22.000	3.000	60.000	1.000	12.000	10.000	0.000	13.000	9.000	3.000	0.000	2.000	33.000	11.000	5.000	28.000	26.000	1.000	0.000	23.000	18.000	8.000	5.000	10.000	17.000	23.000	3.000	1.000	13.000	6.000	3.000	0.000	56.000	18.000	22.000	16.000	1.000	2.000	9.000	3.000	1.000	2.000	1.000	3.000	8.000	10.000	1.000	50.000	3.000	23.000	1.000	1.000	2.000	2.000	50.000	4.000	2.000	1.000	1.000	22.000	7.000	9.000	3.000	2.000	9.000	2.000	11.000	16.000	20.000	3.000	6.000	18.000	4.000	3.000	11.000	0.000	3.000	2.000
