gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,100.000,53206,0,0,1,53206,1,53206,0.0,95951
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,80.427,281,46,4,50112,50385,4721,4999,3.78e-60,250
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,80.427,281,46,4,4721,4999,50112,50385,3.78e-60,250
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,80.000,170,29,5,31003,31169,6081,6248,6.00e-26,136
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,80.000,170,29,5,6081,6248,31003,31169,6.00e-26,136
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,83.761,117,13,1,29506,29622,26974,27084,3.11e-23,127
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,83.761,117,13,1,26974,27084,29506,29622,3.11e-23,127
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,96.226,53,2,0,30425,30477,4628,4680,2.73e-11,87.8
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,96.226,53,2,0,4628,4680,30425,30477,2.73e-11,87.8
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,97.727,44,1,0,30426,30469,5961,6004,1.72e-07,75.2
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,97.727,44,1,0,5961,6004,30426,30469,1.72e-07,75.2
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,93.617,47,3,0,5958,6004,4626,4672,2.10e-06,71.6
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,93.617,47,3,0,4626,4672,5958,6004,2.10e-06,71.6
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,92.500,40,3,0,49893,49932,31205,31166,0.013,59.0
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,92.500,40,3,0,31166,31205,49932,49893,0.013,59.0
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,96.970,33,1,0,1826,1858,1858,1826,0.16,55.4
gi|827342770|gb|KR071788.1|,gi|827342770|gb|KR071788.1|,KR071788.1,KR071788.1,86.364,44,6,0,39539,39582,39582,39539,0.56,53.6
