# blastn
# Iteration: 0
# Query: T00247 , complement(1418501 .. 1465305)
# RID: GYCCGKYD014
# Database: nr
# Fields: query id, subject ids, query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 13208 hits found
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	100.000	46805	0	0	1	46805	1465305	1418501	0.0	84407
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	100.000	142	0	0	10957	11098	3161117	3161258	2.24e-62	257
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	100.000	142	0	0	10957	11098	4629460	4629601	2.24e-62	257
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	100.000	141	0	0	10957	11097	1040541	1040401	7.82e-62	255
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	99.306	144	1	0	10957	11100	1696735	1696592	7.82e-62	255
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	99.296	142	1	0	10957	11098	1972118	1972259	9.53e-61	251
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	97.315	149	4	0	34985	35133	3756229	3756377	9.53e-61	251
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	99.291	141	1	0	10957	11097	162235	162095	3.32e-60	250
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	96.667	150	5	0	34984	35133	3656297	3656446	1.16e-59	248
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	96.622	148	5	0	34986	35133	698252	698105	1.41e-58	244
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	96.622	148	5	0	34986	35133	1793034	1792887	1.41e-58	244
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.918	147	6	0	34987	35133	611512	611658	6.01e-57	239
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.333	150	7	0	34984	35133	760408	760557	6.01e-57	239
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	92.121	165	8	2	34973	35132	330036	330200	7.32e-56	235
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.270	148	7	0	34986	35133	1132407	1132554	7.32e-56	235
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	92.025	163	13	0	34971	35133	3469134	3469296	7.32e-56	235
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.302	149	6	1	34985	35133	4715911	4716058	2.56e-55	233
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.205	146	7	0	34987	35132	134977	135122	8.92e-55	232
T00247	gi|66571684|gb|CP000050.1|	T00247	CP000050.1	95.172	145	7	0	34989	35133	749487	749631	3.11e-54	230
